cell_id,family,chemistry,protocol,cycle_index,elapsed_days,capacity_ahr,initial_capacity_ahr,soh_pct
CS2_33,CS2,LCO,Type1_0.5C,38,9.4874,1.123175,1.159326,96.8817
CS2_33,CS2,LCO,Type1_0.5C,39,9.6766,1.119962,1.159326,96.6046
CS2_33,CS2,LCO,Type1_0.5C,40,9.8665,1.119097,1.159326,96.53
CS2_33,CS2,LCO,Type1_0.5C,41,10.0561,1.117865,1.159326,96.4237
CS2_33,CS2,LCO,Type1_0.5C,42,10.2456,1.120801,1.159326,96.677
CS2_33,CS2,LCO,Type1_0.5C,43,10.4347,1.12038,1.159326,96.6406
CS2_33,CS2,LCO,Type1_0.5C,44,10.6236,1.116153,1.159326,96.276
CS2_33,CS2,LCO,Type1_0.5C,45,10.8129,1.115334,1.159326,96.2054
CS2_33,CS2,LCO,Type1_0.5C,46,11.0022,1.114516,1.159326,96.1348
CS2_33,CS2,LCO,Type1_0.5C,47,11.1913,1.117365,1.159326,96.3806
CS2_33,CS2,LCO,Type1_0.5C,48,11.3803,1.117896,1.159326,96.4264
CS2_33,CS2,LCO,Type1_0.5C,49,11.5689,1.118061,1.159326,96.4407
CS2_33,CS2,LCO,Type1_0.5C,50,11.7573,1.1181,1.159326,96.444
CS2_33,CS2,LCO,Type1_0.5C,51,11.9456,1.118538,1.159326,96.4818
CS2_33,CS2,LCO,Type1_0.5C,52,12.1337,1.118296,1.159326,96.4609
CS2_33,CS2,LCO,Type1_0.5C,53,12.3217,1.118048,1.159326,96.4395
CS2_33,CS2,LCO,Type1_0.5C,54,14.9903,1.128409,1.159326,97.3332
CS2_33,CS2,LCO,Type1_0.5C,55,15.1806,1.128187,1.159326,97.314
CS2_33,CS2,LCO,Type1_0.5C,56,15.3722,1.127915,1.159326,97.2906
CS2_33,CS2,LCO,Type1_0.5C,57,15.5624,1.123553,1.159326,96.9143
CS2_33,CS2,LCO,Type1_0.5C,58,15.7527,1.121524,1.159326,96.7394
CS2_33,CS2,LCO,Type1_0.5C,59,15.943,1.120261,1.159326,96.6304
CS2_33,CS2,LCO,Type1_0.5C,60,16.1331,1.116795,1.159326,96.3314
CS2_33,CS2,LCO,Type1_0.5C,61,16.3233,1.116739,1.159326,96.3266
CS2_33,CS2,LCO,Type1_0.5C,62,16.513,1.114067,1.159326,96.0961
CS2_33,CS2,LCO,Type1_0.5C,63,16.7024,1.112676,1.159326,95.9761
CS2_33,CS2,LCO,Type1_0.5C,64,16.8922,1.111843,1.159326,95.9043
CS2_33,CS2,LCO,Type1_0.5C,65,17.0816,1.110009,1.159326,95.7461
CS2_33,CS2,LCO,Type1_0.5C,66,17.2711,1.110233,1.159326,95.7654
CS2_33,CS2,LCO,Type1_0.5C,67,17.4604,1.10917,1.159326,95.6737
CS2_33,CS2,LCO,Type1_0.5C,68,17.6494,1.107483,1.159326,95.5282
CS2_33,CS2,LCO,Type1_0.5C,69,17.8386,1.107047,1.159326,95.4906
CS2_33,CS2,LCO,Type1_0.5C,70,18.0275,1.105792,1.159326,95.3823
CS2_33,CS2,LCO,Type1_0.5C,71,18.2162,1.10634,1.159326,95.4296
CS2_33,CS2,LCO,Type1_0.5C,72,18.4049,1.105883,1.159326,95.3901
CS2_33,CS2,LCO,Type1_0.5C,73,18.5933,1.105131,1.159326,95.3253
CS2_33,CS2,LCO,Type1_0.5C,74,18.7817,1.104579,1.159326,95.2777
CS2_33,CS2,LCO,Type1_0.5C,75,18.9699,1.104576,1.159326,95.2774
CS2_33,CS2,LCO,Type1_0.5C,76,19.1581,1.103573,1.159326,95.1909
CS2_33,CS2,LCO,Type1_0.5C,77,19.3461,0.97777,1.159326,84.3395
CS2_33,CS2,LCO,Type1_0.5C,78,19.4985,1.102665,1.159326,95.1126
CS2_33,CS2,LCO,Type1_0.5C,79,19.6866,1.101962,1.159326,95.0519
CS2_33,CS2,LCO,Type1_0.5C,80,19.8745,1.10158,1.159326,95.019
CS2_33,CS2,LCO,Type1_0.5C,81,20.0624,0.977055,1.159326,84.2779
CS2_33,CS2,LCO,Type1_0.5C,82,20.2146,1.100659,1.159326,94.9396
CS2_33,CS2,LCO,Type1_0.5C,83,20.4023,1.100159,1.159326,94.8965
CS2_33,CS2,LCO,Type1_0.5C,84,20.59,1.096737,1.159326,94.6013
CS2_33,CS2,LCO,Type1_0.5C,85,20.7779,1.095848,1.159326,94.5246
CS2_33,CS2,LCO,Type1_0.5C,86,20.9658,0.802608,1.159326,69.2306
CS2_33,CS2,LCO,Type1_0.5C,87,21.875,1.096994,1.159326,94.6235
CS2_33,CS2,LCO,Type1_0.5C,88,22.0405,1.097763,1.159326,94.6898
CS2_33,CS2,LCO,Type1_0.5C,89,22.2277,1.100106,1.159326,94.8919
CS2_33,CS2,LCO,Type1_0.5C,90,22.4147,1.100596,1.159326,94.9341
CS2_33,CS2,LCO,Type1_0.5C,91,22.6015,1.097301,1.159326,94.6499
CS2_33,CS2,LCO,Type1_0.5C,92,22.7885,1.097497,1.159326,94.6668
CS2_33,CS2,LCO,Type1_0.5C,93,22.9756,1.09643,1.159326,94.5748
CS2_33,CS2,LCO,Type1_0.5C,94,23.1626,1.096951,1.159326,94.6198
CS2_33,CS2,LCO,Type1_0.5C,95,23.3499,1.098847,1.159326,94.7833
CS2_33,CS2,LCO,Type1_0.5C,96,23.5362,1.095356,1.159326,94.4821
CS2_33,CS2,LCO,Type1_0.5C,97,23.7229,1.094253,1.159326,94.387
CS2_33,CS2,LCO,Type1_0.5C,98,23.9098,1.093996,1.159326,94.3648
CS2_33,CS2,LCO,Type1_0.5C,99,24.0964,1.092549,1.159326,94.24
CS2_33,CS2,LCO,Type1_0.5C,100,24.2832,1.095929,1.159326,94.5316
CS2_33,CS2,LCO,Type1_0.5C,101,24.4695,1.094756,1.159326,94.4304
CS2_33,CS2,LCO,Type1_0.5C,102,24.6555,1.091536,1.159326,94.1527
CS2_33,CS2,LCO,Type1_0.5C,103,24.842,1.091264,1.159326,94.1292
CS2_33,CS2,LCO,Type1_0.5C,104,25.0286,1.089826,1.159326,94.0052
CS2_33,CS2,LCO,Type1_0.5C,105,25.2151,1.092904,1.159326,94.2707
CS2_33,CS2,LCO,Type1_0.5C,106,25.4013,1.093455,1.159326,94.3182
CS2_33,CS2,LCO,Type1_0.5C,107,25.5871,1.094559,1.159326,94.4134
CS2_33,CS2,LCO,Type1_0.5C,108,25.7729,1.095025,1.159326,94.4536
CS2_33,CS2,LCO,Type1_0.5C,109,25.9585,1.09529,1.159326,94.4765
CS2_33,CS2,LCO,Type1_0.5C,110,26.144,1.095592,1.159326,94.5025
CS2_33,CS2,LCO,Type1_0.5C,111,26.3294,1.095545,1.159326,94.4984
CS2_33,CS2,LCO,Type1_0.5C,112,26.5147,1.095468,1.159326,94.4918
CS2_33,CS2,LCO,Type1_0.5C,113,26.7,1.095522,1.159326,94.4965
CS2_33,CS2,LCO,Type1_0.5C,114,26.8853,1.095334,1.159326,94.4802
CS2_33,CS2,LCO,Type1_0.5C,115,27.0704,1.095285,1.159326,94.476
CS2_33,CS2,LCO,Type1_0.5C,116,27.2555,1.095032,1.159326,94.4542
CS2_33,CS2,LCO,Type1_0.5C,117,27.4406,1.093583,1.159326,94.3292
CS2_33,CS2,LCO,Type1_0.5C,118,27.6255,1.088081,1.159326,93.8547
CS2_33,CS2,LCO,Type1_0.5C,119,27.8114,1.087712,1.159326,93.8228
CS2_33,CS2,LCO,Type1_0.5C,120,27.9971,1.086752,1.159326,93.74
CS2_33,CS2,LCO,Type1_0.5C,121,28.1825,1.08931,1.159326,93.9607
CS2_33,CS2,LCO,Type1_0.5C,122,28.3686,1.090917,1.159326,94.0992
CS2_33,CS2,LCO,Type1_0.5C,123,28.5536,1.086179,1.159326,93.6906
CS2_33,CS2,LCO,Type1_0.5C,124,28.7391,1.085684,1.159326,93.6478
CS2_33,CS2,LCO,Type1_0.5C,125,28.9247,1.085862,1.159326,93.6632
CS2_33,CS2,LCO,Type1_0.5C,126,29.1099,1.08468,1.159326,93.5613
CS2_33,CS2,LCO,Type1_0.5C,127,29.2954,1.088174,1.159326,93.8627
CS2_33,CS2,LCO,Type1_0.5C,128,29.4802,0.969899,1.159326,83.6606
CS2_33,CS2,LCO,Type1_0.5C,129,29.6314,1.083087,1.159326,93.4238
CS2_33,CS2,LCO,Type1_0.5C,130,29.817,1.083784,1.159326,93.484
CS2_33,CS2,LCO,Type1_0.5C,131,30.0023,1.082902,1.159326,93.4079
CS2_33,CS2,LCO,Type1_0.5C,132,30.1874,1.085315,1.159326,93.616
CS2_33,CS2,LCO,Type1_0.5C,133,30.373,1.086932,1.159326,93.7556
CS2_33,CS2,LCO,Type1_0.5C,134,30.5576,1.082216,1.159326,93.3488
CS2_33,CS2,LCO,Type1_0.5C,135,30.7425,1.082053,1.159326,93.3347
CS2_33,CS2,LCO,Type1_0.5C,136,30.9276,1.081631,1.159326,93.2983
CS2_33,CS2,LCO,Type1_0.5C,137,31.9045,1.093965,1.159326,94.3622
CS2_33,CS2,LCO,Type1_0.5C,138,32.0907,1.091775,1.159326,94.1733
CS2_33,CS2,LCO,Type1_0.5C,139,32.2778,1.094535,1.159326,94.4114
CS2_33,CS2,LCO,Type1_0.5C,140,32.464,1.094226,1.159326,94.3847
CS2_33,CS2,LCO,Type1_0.5C,141,32.6498,1.093868,1.159326,94.3538
CS2_33,CS2,LCO,Type1_0.5C,142,32.8356,1.093358,1.159326,94.3098
CS2_33,CS2,LCO,Type1_0.5C,143,33.0211,1.093247,1.159326,94.3003
CS2_33,CS2,LCO,Type1_0.5C,144,33.2064,1.092715,1.159326,94.2544
CS2_33,CS2,LCO,Type1_0.5C,145,33.3916,1.092149,1.159326,94.2055
CS2_33,CS2,LCO,Type1_0.5C,146,33.5766,1.091678,1.159326,94.1649
CS2_33,CS2,LCO,Type1_0.5C,147,33.7616,1.091277,1.159326,94.1303
CS2_33,CS2,LCO,Type1_0.5C,148,33.9464,1.091052,1.159326,94.1109
CS2_33,CS2,LCO,Type1_0.5C,149,34.1311,1.090776,1.159326,94.0871
CS2_33,CS2,LCO,Type1_0.5C,150,34.3158,1.091055,1.159326,94.1112
CS2_33,CS2,LCO,Type1_0.5C,151,34.5003,0.976508,1.159326,84.2307
CS2_33,CS2,LCO,Type1_0.5C,152,34.6525,1.084314,1.159326,93.5297
CS2_33,CS2,LCO,Type1_0.5C,153,34.8378,1.083608,1.159326,93.4688
CS2_33,CS2,LCO,Type1_0.5C,154,35.0228,1.082412,1.159326,93.3657
CS2_33,CS2,LCO,Type1_0.5C,155,35.2079,1.085181,1.159326,93.6045
CS2_33,CS2,LCO,Type1_0.5C,156,35.3928,1.086205,1.159326,93.6928
CS2_33,CS2,LCO,Type1_0.5C,157,35.5772,1.080666,1.159326,93.215
CS2_33,CS2,LCO,Type1_0.5C,158,35.7622,1.080079,1.159326,93.1644
CS2_33,CS2,LCO,Type1_0.5C,159,35.9472,1.079737,1.159326,93.1349
CS2_33,CS2,LCO,Type1_0.5C,160,36.132,1.079971,1.159326,93.1551
CS2_33,CS2,LCO,Type1_0.5C,161,36.317,1.083225,1.159326,93.4358
CS2_33,CS2,LCO,Type1_0.5C,162,36.5012,1.081066,1.159326,93.2495
CS2_33,CS2,LCO,Type1_0.5C,163,36.6849,1.078178,1.159326,93.0004
CS2_33,CS2,LCO,Type1_0.5C,164,36.8695,1.078562,1.159326,93.0336
CS2_33,CS2,LCO,Type1_0.5C,165,37.0539,1.077951,1.159326,92.9809
CS2_33,CS2,LCO,Type1_0.5C,166,37.2384,1.081236,1.159326,93.2642
CS2_33,CS2,LCO,Type1_0.5C,167,37.4223,1.08165,1.159326,93.2999
CS2_33,CS2,LCO,Type1_0.5C,168,37.606,1.076835,1.159326,92.8846
CS2_33,CS2,LCO,Type1_0.5C,169,37.7904,1.076867,1.159326,92.8873
CS2_33,CS2,LCO,Type1_0.5C,170,37.9745,1.076168,1.159326,92.8271
CS2_33,CS2,LCO,Type1_0.5C,171,38.1587,1.077743,1.159326,92.9629
CS2_33,CS2,LCO,Type1_0.5C,172,38.343,1.080912,1.159326,93.2363
CS2_33,CS2,LCO,Type1_0.5C,173,38.5265,1.076739,1.159326,92.8763
CS2_33,CS2,LCO,Type1_0.5C,174,38.7099,1.076114,1.159326,92.8224
CS2_33,CS2,LCO,Type1_0.5C,175,38.8937,1.078964,1.159326,93.0682
CS2_33,CS2,LCO,Type1_0.5C,176,39.078,1.080617,1.159326,93.2108
CS2_33,CS2,LCO,Type1_0.5C,177,39.2612,1.080579,1.159326,93.2075
CS2_33,CS2,LCO,Type1_0.5C,178,39.4445,1.080511,1.159326,93.2017
CS2_33,CS2,LCO,Type1_0.5C,179,39.6275,1.080449,1.159326,93.1963
CS2_33,CS2,LCO,Type1_0.5C,180,39.8106,1.080669,1.159326,93.2153
CS2_33,CS2,LCO,Type1_0.5C,181,39.9937,1.080813,1.159326,93.2277
CS2_33,CS2,LCO,Type1_0.5C,182,40.1766,1.08069,1.159326,93.2171
CS2_33,CS2,LCO,Type1_0.5C,183,40.3596,1.080458,1.159326,93.1971
CS2_33,CS2,LCO,Type1_0.5C,184,40.5425,1.080411,1.159326,93.1931
CS2_33,CS2,LCO,Type1_0.5C,185,40.7253,1.080272,1.159326,93.1811
CS2_33,CS2,LCO,Type1_0.5C,186,40.9082,1.080235,1.159326,93.1779
CS2_33,CS2,LCO,Type1_0.5C,187,42.0198,1.084927,1.159326,93.5826
CS2_33,CS2,LCO,Type1_0.5C,188,42.2045,1.086915,1.159326,93.754
CS2_33,CS2,LCO,Type1_0.5C,189,42.3898,0.970482,1.159326,83.7109
CS2_33,CS2,LCO,Type1_0.5C,190,42.541,1.082184,1.159326,93.346
CS2_33,CS2,LCO,Type1_0.5C,191,42.7258,1.080737,1.159326,93.2211
CS2_33,CS2,LCO,Type1_0.5C,192,42.9106,1.080028,1.159326,93.16
CS2_33,CS2,LCO,Type1_0.5C,193,43.0952,1.077971,1.159326,92.9825
CS2_33,CS2,LCO,Type1_0.5C,194,43.28,1.081642,1.159326,93.2993
CS2_33,CS2,LCO,Type1_0.5C,195,43.4638,1.080227,1.159326,93.1771
CS2_33,CS2,LCO,Type1_0.5C,196,43.6475,1.075175,1.159326,92.7414
CS2_33,CS2,LCO,Type1_0.5C,197,43.832,1.074892,1.159326,92.717
CS2_33,CS2,LCO,Type1_0.5C,198,44.016,1.073225,1.159326,92.5732
CS2_33,CS2,LCO,Type1_0.5C,199,44.2002,1.076108,1.159326,92.8219
CS2_33,CS2,LCO,Type1_0.5C,200,44.3845,1.07739,1.159326,92.9324
CS2_33,CS2,LCO,Type1_0.5C,201,44.568,1.072214,1.159326,92.486
CS2_33,CS2,LCO,Type1_0.5C,202,44.7518,1.071898,1.159326,92.4588
CS2_33,CS2,LCO,Type1_0.5C,203,44.9356,1.071932,1.159326,92.4617
CS2_33,CS2,LCO,Type1_0.5C,204,45.1194,1.072269,1.159326,92.4907
CS2_33,CS2,LCO,Type1_0.5C,205,45.3031,1.075464,1.159326,92.7664
CS2_33,CS2,LCO,Type1_0.5C,206,45.4862,1.072728,1.159326,92.5303
CS2_33,CS2,LCO,Type1_0.5C,207,45.669,1.069012,1.159326,92.2098
CS2_33,CS2,LCO,Type1_0.5C,208,45.8526,1.068431,1.159326,92.1597
CS2_33,CS2,LCO,Type1_0.5C,210,49.0213,1.061272,1.159326,91.5422
CS2_33,CS2,LCO,Type1_0.5C,211,49.131,1.062532,1.159326,91.6508
CS2_33,CS2,LCO,Type1_0.5C,212,49.3139,1.067081,1.159326,92.0432
CS2_33,CS2,LCO,Type1_0.5C,213,49.4961,1.06502,1.159326,91.8655
CS2_33,CS2,LCO,Type1_0.5C,214,49.6783,1.060894,1.159326,91.5096
CS2_33,CS2,LCO,Type1_0.5C,215,49.8612,0.925379,1.159326,79.8204
CS2_33,CS2,LCO,Type1_0.5C,217,50.8284,1.057612,1.159326,91.2265
CS2_33,CS2,LCO,Type1_0.5C,218,50.9396,1.057769,1.159326,91.24
CS2_33,CS2,LCO,Type1_0.5C,219,51.1222,1.059862,1.159326,91.4205
CS2_33,CS2,LCO,Type1_0.5C,220,51.305,1.064312,1.159326,91.8044
CS2_33,CS2,LCO,Type1_0.5C,221,51.4871,1.062179,1.159326,91.6204
CS2_33,CS2,LCO,Type1_0.5C,222,51.6688,1.057753,1.159326,91.2386
CS2_33,CS2,LCO,Type1_0.5C,223,51.8516,1.057566,1.159326,91.2225
CS2_33,CS2,LCO,Type1_0.5C,224,52.0341,1.056887,1.159326,91.164
CS2_33,CS2,LCO,Type1_0.5C,225,52.2166,1.060214,1.159326,91.4509
CS2_33,CS2,LCO,Type1_0.5C,226,52.3989,1.061725,1.159326,91.5812
CS2_33,CS2,LCO,Type1_0.5C,227,52.5809,1.055545,1.159326,91.0482
CS2_33,CS2,LCO,Type1_0.5C,228,52.7635,1.055607,1.159326,91.0535
CS2_33,CS2,LCO,Type1_0.5C,229,52.9459,1.055337,1.159326,91.0303
CS2_33,CS2,LCO,Type1_0.5C,230,53.1281,1.055621,1.159326,91.0547
CS2_33,CS2,LCO,Type1_0.5C,231,53.3107,1.05908,1.159326,91.3531
CS2_33,CS2,LCO,Type1_0.5C,232,53.4925,1.059861,1.159326,91.4204
CS2_33,CS2,LCO,Type1_0.5C,233,53.6742,1.060088,1.159326,91.44
CS2_33,CS2,LCO,Type1_0.5C,234,53.8558,1.060638,1.159326,91.4875
CS2_33,CS2,LCO,Type1_0.5C,235,54.0373,1.061102,1.159326,91.5275
CS2_33,CS2,LCO,Type1_0.5C,236,54.2187,1.061194,1.159326,91.5355
CS2_33,CS2,LCO,Type1_0.5C,237,54.3999,1.061388,1.159326,91.5522
CS2_33,CS2,LCO,Type1_0.5C,238,54.5812,1.061011,1.159326,91.5196
CS2_33,CS2,LCO,Type1_0.5C,239,54.7625,1.061631,1.159326,91.5731
CS2_33,CS2,LCO,Type1_0.5C,240,54.9438,1.061243,1.159326,91.5397
CS2_33,CS2,LCO,Type1_0.5C,241,55.1248,1.061812,1.159326,91.5887
CS2_33,CS2,LCO,Type1_0.5C,242,55.3059,1.061976,1.159326,91.6029
CS2_33,CS2,LCO,Type1_0.5C,243,55.487,1.058308,1.159326,91.2865
CS2_33,CS2,LCO,Type1_0.5C,244,55.6678,1.053142,1.159326,90.8409
CS2_33,CS2,LCO,Type1_0.5C,245,55.8496,1.053086,1.159326,90.8361
CS2_33,CS2,LCO,Type1_0.5C,246,56.0311,1.051596,1.159326,90.7075
CS2_33,CS2,LCO,Type1_0.5C,247,56.2123,1.055991,1.159326,91.0866
CS2_33,CS2,LCO,Type1_0.5C,248,56.3936,1.057258,1.159326,91.1959
CS2_33,CS2,LCO,Type1_0.5C,249,56.5746,1.051052,1.159326,90.6606
CS2_33,CS2,LCO,Type1_0.5C,250,56.7561,1.050165,1.159326,90.5841
CS2_33,CS2,LCO,Type1_0.5C,251,56.9374,1.049799,1.159326,90.5526
CS2_33,CS2,LCO,Type1_0.5C,252,57.1188,1.049436,1.159326,90.5213
CS2_33,CS2,LCO,Type1_0.5C,253,57.3002,1.05324,1.159326,90.8493
CS2_33,CS2,LCO,Type1_0.5C,254,57.4809,1.050845,1.159326,90.6427
CS2_33,CS2,LCO,Type1_0.5C,255,57.6614,1.046459,1.159326,90.2644
CS2_33,CS2,LCO,Type1_0.5C,256,57.8428,1.045802,1.159326,90.2078
CS2_33,CS2,LCO,Type1_0.5C,257,58.0239,1.044901,1.159326,90.13
CS2_33,CS2,LCO,Type1_0.5C,258,58.205,1.048997,1.159326,90.4833
CS2_33,CS2,LCO,Type1_0.5C,259,58.386,1.050603,1.159326,90.6219
CS2_33,CS2,LCO,Type1_0.5C,260,58.5665,1.044618,1.159326,90.1056
CS2_33,CS2,LCO,Type1_0.5C,261,58.7474,1.044232,1.159326,90.0724
CS2_33,CS2,LCO,Type1_0.5C,262,58.9284,1.043736,1.159326,90.0296
CS2_33,CS2,LCO,Type1_0.5C,263,59.1093,1.043887,1.159326,90.0426
CS2_33,CS2,LCO,Type1_0.5C,264,59.2899,1.047512,1.159326,90.3553
CS2_33,CS2,LCO,Type1_0.5C,265,59.4702,1.045635,1.159326,90.1934
CS2_33,CS2,LCO,Type1_0.5C,266,59.6503,1.041003,1.159326,89.7939
CS2_33,CS2,LCO,Type1_0.5C,267,60.1449,1.051063,1.159326,90.6616
CS2_33,CS2,LCO,Type1_0.5C,268,60.3274,1.053815,1.159326,90.899
CS2_33,CS2,LCO,Type1_0.5C,269,60.5092,1.053726,1.159326,90.8913
CS2_33,CS2,LCO,Type1_0.5C,270,60.6908,1.053415,1.159326,90.8645
CS2_33,CS2,LCO,Type1_0.5C,271,60.8719,1.053903,1.159326,90.9066
CS2_33,CS2,LCO,Type1_0.5C,272,61.0529,1.053452,1.159326,90.8677
CS2_33,CS2,LCO,Type1_0.5C,273,61.2337,1.053158,1.159326,90.8423
CS2_33,CS2,LCO,Type1_0.5C,274,61.4145,1.052642,1.159326,90.7977
CS2_33,CS2,LCO,Type1_0.5C,275,61.5951,1.052364,1.159326,90.7738
CS2_33,CS2,LCO,Type1_0.5C,276,61.7756,0.926136,1.159326,79.8857
CS2_33,CS2,LCO,Type1_0.5C,277,61.92,1.052162,1.159326,90.7564
CS2_33,CS2,LCO,Type1_0.5C,278,62.1007,1.052008,1.159326,90.7431
CS2_33,CS2,LCO,Type1_0.5C,279,62.2809,1.05195,1.159326,90.7381
CS2_33,CS2,LCO,Type1_0.5C,280,62.4611,1.049026,1.159326,90.4858
CS2_33,CS2,LCO,Type1_0.5C,281,62.6411,1.042787,1.159326,89.9477
CS2_33,CS2,LCO,Type1_0.5C,282,62.8219,1.041707,1.159326,89.8546
CS2_33,CS2,LCO,Type1_0.5C,283,63.0023,1.040258,1.159326,89.7295
CS2_33,CS2,LCO,Type1_0.5C,284,63.1828,1.043499,1.159326,90.0091
CS2_33,CS2,LCO,Type1_0.5C,285,63.3641,1.045793,1.159326,90.207
CS2_33,CS2,LCO,Type1_0.5C,286,63.5439,1.039815,1.159326,89.6914
CS2_33,CS2,LCO,Type1_0.5C,287,63.7238,1.038456,1.159326,89.5741
CS2_33,CS2,LCO,Type1_0.5C,288,63.904,1.037425,1.159326,89.4852
CS2_33,CS2,LCO,Type1_0.5C,289,64.0842,0.899493,1.159326,77.5876
CS2_33,CS2,LCO,Type1_0.5C,290,64.2246,1.041404,1.159326,89.8284
CS2_33,CS2,LCO,Type1_0.5C,291,64.4045,1.042867,1.159326,89.9546
CS2_33,CS2,LCO,Type1_0.5C,292,64.5841,0.899758,1.159326,77.6104
CS2_33,CS2,LCO,Type1_0.5C,293,64.7247,1.035432,1.159326,89.3133
CS2_33,CS2,LCO,Type1_0.5C,294,64.9051,1.034218,1.159326,89.2086
CS2_33,CS2,LCO,Type1_0.5C,295,65.0848,1.03342,1.159326,89.1397
CS2_33,CS2,LCO,Type1_0.5C,296,65.2644,1.038684,1.159326,89.5938
CS2_33,CS2,LCO,Type1_0.5C,297,65.4435,1.037998,1.159326,89.5346
CS2_33,CS2,LCO,Type1_0.5C,298,65.6227,1.031964,1.159326,89.0142
CS2_33,CS2,LCO,Type1_0.5C,299,65.802,1.032526,1.159326,89.0626
CS2_33,CS2,LCO,Type1_0.5C,300,65.9813,1.03136,1.159326,88.9621
CS2_33,CS2,LCO,Type1_0.5C,301,66.1606,1.032134,1.159326,89.0288
CS2_33,CS2,LCO,Type1_0.5C,302,66.3403,1.035765,1.159326,89.342
CS2_33,CS2,LCO,Type1_0.5C,303,66.5191,1.031013,1.159326,88.9321
CS2_33,CS2,LCO,Type1_0.5C,304,66.6971,1.02905,1.159326,88.7628
CS2_33,CS2,LCO,Type1_0.5C,305,66.8763,1.028236,1.159326,88.6926
CS2_33,CS2,LCO,Type1_0.5C,306,67.0552,1.027055,1.159326,88.5907
CS2_33,CS2,LCO,Type1_0.5C,307,67.2337,1.031878,1.159326,89.0067
CS2_33,CS2,LCO,Type1_0.5C,308,67.4122,1.032869,1.159326,89.0922
CS2_33,CS2,LCO,Type1_0.5C,309,67.5906,1.033353,1.159326,89.1339
CS2_33,CS2,LCO,Type1_0.5C,310,67.769,1.033651,1.159326,89.1597
CS2_33,CS2,LCO,Type1_0.5C,311,67.9471,1.035009,1.159326,89.2768
CS2_33,CS2,LCO,Type1_0.5C,312,68.1252,1.035192,1.159326,89.2926
